Make,Model,Year of manufacture,Body,Doors,Seats,Colour,Engine size,Price,Mileage,Fuel type,Fuel economy,Transmission,Horse power,Owners,Extraction time
Vauxhall,Corsa 1.4 Griffin 5dr,2019,Hatchback,5,5,White,1.4,"£11,499","12,700 ",Petrol, 43.5 ,Manual,89 ,2,16-11-2021
Ford,Transit Connect 1.5 240 EcoBlue Limited L2 EU6,2019,n/a,n/a,n/a,Silver,1.5,"£19,995 ","18,352 ",n/a, 41.5 ,Manual,118 ,1,16-11-2021
Ford,Transit Connect 1.6 TDCi 200 Trend L1 4dr,2014,n/a,n/a,2,White,1.6,"£9,750 ","57,485 ",n/a, 58.9 ,Manual,74 ,1,16-11-2021
Volkswagen,Polo 1.0 TSI 95 SE 5dr,2020,Hatchback,5,5,Grey,1.0,"£15,399","9,228 ",Petrol, 52.3 ,Manual,94 ,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 100 Titanium 3dr Navigation - 1 Owner From New,2018,Hatchback,3,5,Blue,1.0,"£12,895","14,261 ",Petrol, 49.6 ,Manual,99 ,1,16-11-2021
Ford,Puma 1.0 EcoBoost 125 Hybrid mHEV ST-Line 5dr Navigation - 1 Owner From New,2020,Hatchback,5,5,Red,1.0,"£22,000","11,644 ",Petrol, 51.4 ,Manual,123 ,1,16-11-2021
Volkswagen,Passat 2.0 TDI SE Business 4dr Navigation,2018,Saloon,4,5,Brown,n/a,"£12,499","59,743 ",n/a, 68.9 ,Manual,148 ,1,16-11-2021
MINI,Mini 2.0 COOPER S 3d 189 BHP,2016,Hatchback,3,4,Grey,2.0,"£13,995","57,000 ",Petrol, 49.6 ,Manual,189 ,2,16-11-2021
BMW,2 Series 1.5 218I M SPORT 2d 134 BHP,2018,Convertible,2,4,Blue,1.5,"£23,395","22,000 ",Petrol, 48.7 ,Automatic,134 ,1,16-11-2021
Ford,EcoSport 1.0 EcoBoost 140 ST-Line 5dr Navigation - Full Service History,2019,Hatchback,5,5,Silver,1.0,"£18,499","5,977 ",Petrol, 43.5 ,Manual,138 ,1,16-11-2021
Audi,A3 1.8 TFSI QUATTRO S LINE 3d 178 BHP,2014,Hatchback,3,5,Black,1.8,"£15,995","65,000 ",Petrol, 43.5 ,Automatic,178 ,3,16-11-2021
Ford,EcoSport 1.0 EcoBoost 125 ST-Line 5dr Navigation - Full Service History,2019,Hatchback,5,5,Blue,1.0,"£18,699","7,507 ",Petrol, 43.5 ,Manual,123 ,1,16-11-2021
Ford,Kuga 2.0 TDCi 150 ST-Line 5dr Navigation,2018,Hatchback,5,5,Red,2.0,"£20,500","20,104 ",n/a, 60.1 ,Manual,148 ,2,16-11-2021
Volkswagen,Polo 1.0 TSI 95 SE 5dr,2020,Hatchback,5,5,Black,1.0,"£15,299","11,787 ",Petrol, 52.3 ,Manual,94 ,1,16-11-2021
BMW,3 Series 2.0 [184] 320i Sport 4dr Step Auto - Navigation,2020,Saloon,4,5,Black,2.0,"£29,999","7,416 ",Petrol, 41.5 ,Automatic,181 ,2,16-11-2021
Ford,Fiesta 1.5 EcoBoost 200 ST-2 3dr - Upgrade Alloys - Full Service History,2018,Hatchback,3,5,Blue,1.5,"£17,199","22,272 ",Petrol, 40.4 ,Manual,197 ,1,16-11-2021
Nissan,Micra 1.2 DiG-S 98 Tekna 5dr Navigation,2013,Hatchback,5,5,Blue,1.2,"£6,299","43,991 ",Petrol, 65.7 ,Manual,97 ,3,16-11-2021
BMW,1 Series 3.0 M135I 5d 316 BHP,2014,Hatchback,5,5,Grey,3.0,"£16,995","42,000 ",Petrol, 35.3 ,Manual,315 ,2,16-11-2021
Ford,Focus 2.3 RS 5d 346 BHP,2017,Hatchback,5,5,Black,2.3,"£34,995","15,000 ",Petrol, 36.7 ,Manual,345 ,3,16-11-2021
BMW,5 Series 2.0 520D M SPORT 4d 188 BHP,2018,Saloon,4,5,Black,2.0,"£26,995","19,000 ",n/a, 65.7 ,Automatic,188 ,3,16-11-2021
Ford,Puma SUV 1.0 EcoBoost 125 ST-Line 5dr Navigation - Full Service History,2020,Hatchback,5,5,Grey,1.0,"£21,999","10,171 ",Petrol, 48.7 ,Manual,123 ,1,16-11-2021
Ford,Focus 1.0 EcoBoost 125 ST-Line 5dr Navigation - Full Service History,2018,Hatchback,5,5,Red,1.0,"£18,199","14,860 ",Petrol, 48.7 ,Manual,123 ,1,16-11-2021
Mercedes-Benz,E-Class 2.0 E 220 D AMG LINE PREMIUM 2d 192 BHP,2018,Coupe,2,4,Silver,1.9,"£31,995","35,000 ",n/a, 70.6 ,Automatic,191 ,2,16-11-2021
Volkswagen,Golf 2.0 R DSG 3d 298 BHP,2014,Hatchback,3,5,Blue,2.0,"£19,995","47,000 ",Petrol, 39.8 ,Automatic,298 ,4,16-11-2021
Seat,Ateca 1.4 EcoTSI 150 FR 5dr DSG - Full Service History,2018,Hatchback,5,5,Grey,1.4,"£18,299","85,931 ",Petrol, 51.4 ,Automatic,148 ,1,16-11-2021
Volvo,XC40 2.0 T4 190 Momentum 5dr AWD Geartronic - Full Service History,2019,Hatchback,5,5,Silver,2.0,"£31,999","20,772 ",Petrol, 32.8 ,Automatic,188 ,1,16-11-2021
Ford,EcoSport 1.0 EcoBoost 140 ST-Line 5dr Navigation - Full Service History,2019,Hatchback,5,5,Grey,1.0,"£19,350","3,234 ",Petrol, 43.5 ,Manual,138 ,1,16-11-2021
Volkswagen,Passat 2.0 TDI 150 SE Business 4dr Navigation,2018,Saloon,4,5,Grey,2.0,"£16,499","36,127 ",n/a, 54.3 ,Manual,148 ,2,16-11-2021
Dacia,Sandero Stepway 0.9 TCe 90 Comfort 5dr Navigation - 1 Owner From New,2019,Hatchback,5,5,White,0.9,"£11,999","16,936 ",Petrol, 51.4 ,Manual,90 ,1,16-11-2021
Kia,Stonic 1.0T GDi [118] 4 5dr Navigation,2019,Hatchback,5,5,Yellow,1.0,"£17,999","14,958 ",Petrol, 47.1 ,Manual,118 ,2,16-11-2021
Ford,Mondeo 2.0 TDCi 150 Zetec Edition 5dr Navigation,2019,Hatchback,5,5,Blue,2.0,"£15,399","47,840 ",n/a, 53.3 ,Manual,148 ,1,16-11-2021
Hyundai,IONIQ 1.6 GDi 141 Hybrid Premium 5dr DCT - Full Service History,2018,Hatchback,5,5,Grey,1.6,"£16,999","44,429 ",Hybrid, 62.8 ,Automatic,140 ,1,16-11-2021
Ford,Fiesta 1.1 Zetec 5dr Navigation - 1Owner From New,2018,Hatchback,5,5,Red,1.1,"£12,699","22,147 ",Petrol, 64.2 ,Manual,84 ,1,16-11-2021
Mercedes-Benz,A-Class 1.5 [109] A180d AMG Line Premium Plus 5dr Navigation,2016,Hatchback,5,5,White,1.5,"£16,999","59,366 ",n/a, 68.9 ,Manual,107 ,3,16-11-2021
Ford,Fiesta 1.0 Ecoboost 125 ST-Line 5dr Navigation - Full Service History,2018,Hatchback,5,5,Grey,1.0,"£15,999","13,284 ",Petrol, 52.3 ,Manual,123 ,1,16-11-2021
Ford,Puma SUV 2.5 PHEV 225 ST-Line X Edition 5dr CVT - Full Service History,2020,Hatchback,5,5,Red,1.0,"£27,000","5,579 ",Petrol,n/a,Manual,222 ,1,16-11-2021
Jaguar,XF 2.0 D R-SPORT 5d 177 BHP,2018,Estate,5,5,White,2.0,"£25,995","24,000 ",n/a, 58.9 ,Automatic,177 ,2,16-11-2021
Porsche,Macan 3.0 D S PDK 5d 258 BHP,2014,Estate,5,5,Black,3.0,"£32,995","46,304 ",n/a, 46.3 ,Automatic,258 ,5,16-11-2021
Ford,Fiesta 1.0 EcoBoost 100 Zetec 5dr Navigation - 1 Owner From New,2018,Hatchback,5,5,Grey,1.0,"£10,499","45,790 ",Petrol, 49.6 ,Manual,99 ,1,16-11-2021
BMW,4 Series 2.0 [184] 420i M Sport 5dr Auto - Navigation - Full Service History,2019,Coupe,4,5,Black,2.0,"£25,499","20,264 ",Petrol, 48.7 ,Automatic,181 ,1,16-11-2021
Mercedes-Benz,GLA-Class 2.1 GLA220 CDI 4MATIC AMG LINE PREMIUM 5d 168 BHP,2015,Estate,5,5,Black,2.1,"£18,995","63,000 ",n/a, 55.4 ,Automatic,168 ,3,16-11-2021
Vauxhall,Combo 1.6 Turbo D 2000 Edition L1 H1 EU6,2019,n/a,n/a,2,White,1.6,"£12,495 ","27,676 ",n/a, 65.7 ,Manual,101 ,1,16-11-2021
Jaguar,F-PACE 2.0 PORTFOLIO AWD 5d 178 BHP,2018,Estate,5,5,Black,2.0,"£34,995","16,000 ",n/a, 53.3 ,Automatic,177 ,2,16-11-2021
Ford,Fiesta 1.0 Ecoboost 140 ST-Line 5dr Navigation - Full Service History,2018,Hatchback,5,5,Blue,1.0,"£14,999","15,201 ",Petrol, 58.9 ,Manual,123 ,1,16-11-2021
Ford,EcoSport 1.0 EcoBoost 125 ST-Line 5dr Navigation - Full Service History,2019,Hatchback,5,5,Blue,1.0,"£17,699","20,230 ",Petrol, 43.5 ,Manual,123 ,1,16-11-2021
Ford,Mondeo 2.0 EcoBlue 190 ST-Line Edition 5dr Auto - 4300 of Extras,2019,Hatchback,5,5,White,2.0,"£24,999","15,716 ",n/a, 49.6 ,Automatic,188 ,2,16-11-2021
Ford,Fiesta 1.1 ZETEC 5d 85 BHP,2018,Hatchback,5,5,Grey,1.1,"£11,995","14,747 ",Petrol, 48.7 ,Manual,84 ,1,16-11-2021
Volkswagen,Caddy 1.0 TSI C20 Startline EU6,2019,n/a,n/a,5,White,1.0,"£15,495 ","12,739 ",Petrol, 40.9 ,Manual,101 ,1,16-11-2021
BMW,3 Series 3.0 335D XDRIVE M SPORT 4d 308 BHP,2017,Saloon,4,5,White,3.0,"£25,995","33,000 ",n/a, 51.4 ,Automatic,308 ,2,16-11-2021
Skoda,Octavia 1.6 TDI 110 SE Technology 5dr Navigation - Full Service History,2017,Estate,5,5,Grey,1.6,"£9,299","95,983 ",n/a, 68.9 ,Manual,114 ,1,16-11-2021
BMW,4 Series 2.0 420I M SPORT GRAN COUPE 4d 181 BHP,2018,Coupe,4,5,White,2.0,"£25,995","15,000 ",Petrol, 48.7 ,Automatic,181 ,1,16-11-2021
Ford,Focus 1.0 EcoBoost 125 Titanium 5dr Navigation - Full Service History,2019,Hatchback,5,5,Red,1.0,"£17,699","7,342 ",Petrol, 49.6 ,Manual,123 ,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 125 Titanium 5dr Navigation - Full Service History,2019,Hatchback,5,5,Red,1.0,"£15,949","5,196 ",Petrol, 49.6 ,Manual,123 ,1,16-11-2021
Ford,Fiesta 1.25 82 Zetec 5dr,2013,Hatchback,5,5,White,1.2,"£5,499","86,013 ",Petrol, 54.3 ,Manual,80 ,3,16-11-2021
Ford,Fiesta 1.1 Zetec 3dr Navigation - Full Service History,2018,Hatchback,3,5,White,1.1,"£10,199","33,554 ",Petrol, 48.7 ,Manual,84 ,1,16-11-2021
Ford,Transit Custom 2.0 TDCi 290 Trend Auto L1 H1 5dr,2018,n/a,n/a,3,Blue,2.0,"£19,995 ","20,931 ",n/a, 40.9 ,Automatic,128 ,1,16-11-2021
Mercedes-Benz,C-Class 2.1 C220 D AMG LINE PREMIUM 4d 170 BHP,2017,Saloon,4,5,Black,2.1,"£21,995","35,000 ",n/a, 64.2 ,Automatic,170 ,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 125 Active 1 5dr Navigation - Full Service History,2020,Hatchback,5,5,Blue,1.0,"£14,999","17,268 ",Petrol, 47.1 ,Manual,123 ,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 125 ST-Line X 3dr Navigation - Full Service History,2018,Hatchback,3,5,Red,1.0,"£12,199","51,290 ",Petrol, 65.7 ,Manual,123 ,1,16-11-2021
Ford,Transit 2.0 350 EcoBlue Trend RWD L4 H3 EU6,2019,n/a,n/a,5,White,2.0,"£28,995 ","18,320 ",n/a, 39.8 ,Manual,168 ,1,16-11-2021
Peugeot,Partner 1.6 BlueHDi 950 Professional Long Panel Van LWB EU6,2019,n/a,n/a,n/a,White,1.6,"£14,995 ","29,014 ",n/a, 36.2 ,Manual,100 ,1,16-11-2021
Ford,Transit Custom 2.0 300 EcoBlue L2 H1 EU6 5dr,2018,n/a,n/a,3,White,2.0,"£18,995 ","25,171 ",n/a, 45.6 ,Manual,103 ,1,16-11-2021
Ford,Fiesta 1.1 Zetec 5dr - 1 Owner From New,2018,Hatchback,5,5,Red,1.1,"£10,499","23,593 ",Petrol, 48.7 ,Manual,84 ,1,16-11-2021
Jaguar,XF 2.0 D PRESTIGE AWD 4d 177 BHP,2017,Saloon,4,5,Red,2.0,"£22,995","16,000 ",n/a, 57.7 ,Automatic,177 ,1,16-11-2021
Audi,TT Coupe 2.0 TDI ULTRA S LINE 2d 182 BHP,2015,Coupe,2,4,White,2.0,"£18,995","68,000 ",n/a, 62.8 ,Manual,182 ,2,16-11-2021
Ford,Fiesta 1.0 EcoBoost 100 Titanium 5dr Navigation - Full Service History,2018,Hatchback,5,5,Black,1.0,"£12,499","24,317 ",Petrol, 49.6 ,Manual,99 ,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 100 ST-Line 3dr Navigation - Full Service History,2018,Hatchback,3,5,Grey,1.0,"£13,099","29,952 ",Petrol, 48.7 ,Manual,99 ,1,16-11-2021
Ford,Focus 1.0 EcoBoost 125 Titanium 5dr Navigation - Full Service History,2019,Hatchback,5,5,Blue,1.0,"£17,699","11,682 ",Petrol, 49.6 ,Manual,123 ,1,16-11-2021
Ford,Focus 1.0 EcoBoost 125 ST-Line 5dr Navigation - Full Service History,2019,Hatchback,5,5,Grey,1.0,"£18,799","7,508 ",Petrol, 48.7 ,Manual,123 ,1,16-11-2021
Ford,Fiesta 1.1 Zetec 5dr Navigation - Full Service History,2019,Hatchback,5,5,Blue,1.1,"£13,499","5,035 ",Petrol, 48.7 ,Manual,84 ,2,16-11-2021
Land Rover,Range Rover Evoque 2.0 TD4 HSE DYNAMIC 5d 177 BHP,2015,Hatchback,5,5,Black,2.0,"£25,995","71,000 ",n/a, 55.4 ,Automatic,178 ,1,16-11-2021
Mercedes-Benz,CLA 2.0 CLA250 4MATIC ENGINEERED BY AMG 5d 208 BHP,2016,Estate,5,5,Black,2.0,"£23,995","28,643 ",Petrol, 42.8 ,Automatic,208 ,4,16-11-2021
Ford,Transit Custom 2.2 TDCi 290 Limited L1 H1 5dr,2017,n/a,n/a,3,Blue,2.2,"£20,995 ","15,923 ",n/a, 40.9 ,Manual,128 ,1,16-11-2021
Ford,Transit Custom 2.0 320 EcoBlue Limited DCIV L2 H1 EU6 5dr,2019,n/a,n/a,6,Blue,2.0,"£27,495 ","18,214 ",n/a, 43.5 ,Manual,128 ,1,16-11-2021
Ford,Transit Courier 1.0 EcoBoost Trend L1 EU6 5dr,2020,n/a,n/a,2,Silver,1.0,"£17,495 ","3,243 ",Petrol, 53.3 ,Manual,99 ,1,16-11-2021
Ford,Transit Connect 1.5 200 EcoBlue Sport L1 EU6,2019,n/a,n/a,n/a,White,1.5,"£21,000 ","6,656 ",n/a, 72.4 ,Manual,118 ,2,16-11-2021
Ford,Transit Custom 2.0 300 EcoBlue Limited DCIV L1 H1 EU6 5dr,2019,n/a,n/a,6,Blue,2.0,"£27,995 ","5,258 ",n/a, 44.1 ,Manual,128 ,1,16-11-2021
Honda,HR-V 1.5 i-VTEC 130 SE Navi 5dr Auto - Navigation,2017,Hatchback,5,5,Red,1.5,"£15,499","47,460 ",Petrol, 52.3 ,Manual,129 ,2,16-11-2021
Ford,Fiesta 1.0 EcoBoost 100 Zetec 5dr Auto - Navigation,2019,Hatchback,5,5,Grey,1.0,"£15,199","15,295 ",Petrol, 42.8 ,Automatic,99 ,1,16-11-2021
Audi,A1 2.0 S1 QUATTRO 3d 228 BHP,2015,Hatchback,3,4,Red,2.0,"£17,995","56,000 ",Petrol, 40.4 ,Manual,228 ,1,16-11-2021
Ford,Transit 2.0 350 EcoBlue FWD L2 H1 EU6 2dr,2018,n/a,n/a,3,Silver,2.0,"£28,495 ","19,995 ",n/a, 38.2 ,Manual,129 ,1,16-11-2021
Ford,Ranger 2.2 TDCi Limited 2 Double Cab Pickup Auto 4WD 4dr,2017,Pick Up,n/a,5,Unknown,2.2,"£20,495 ","42,000 ",n/a, 28.3 ,Automatic,148 ,1,16-11-2021
Kia,Stonic 1.0T GDi 118 ISG 3 5dr Navigation - Full Service History,2018,Hatchback,5,5,White,1.0,"£14,999","12,945 ",Petrol, 47.1 ,Manual,118 ,1,16-11-2021
Ford,Focus 1.0 EcoBoost 125 Titanium 5dr Navigation - Full Service History,2019,Hatchback,5,5,Red,1.0,"£17,799","11,303 ",Petrol, 49.6 ,Manual,123 ,1,16-11-2021
Ford,Kuga 2.0 EcoBlue 190 ST-Line X First Ed 5dr Auto AWD - Full Service History,2020,Hatchback,5,5,White,n/a,"£35,499","8,209 ",n/a, 46.3 ,Automatic,187 ,1,16-11-2021
Ford,Focus 1.5 EcoBlue 120 Active X 5dr Navigation - Full Service History,2019,Hatchback,5,5,Red,1.5,"£20,549","15,420 ",n/a, 57.7 ,Manual,118 ,1,16-11-2021
Ford,Kuga 2.0 TDCi 150 ST-Line 5dr Navigation - Full Service History,2018,Hatchback,5,5,Blue,2.0,"£20,499","27,221 ",n/a, 38.2 ,Manual,148 ,1,16-11-2021
Smart,fortwo 0.9 BRABUS XCLUSIVE 2d 108 BHP,2017,Coupe,2,2,Black,0.9,"£14,595","17,178 ",Petrol, 62.8 ,Automatic,107 ,1,16-11-2021
BMW,1 Series 3.0 M140I SHADOW EDITION 5d 335 BHP,2019,Hatchback,5,5,Orange,3.0,"£28,995","16,429 ",Petrol, 39.8 ,Automatic,335 ,1,16-11-2021
BMW,2 Series 3.0 M240I 2d 335 BHP,2017,Coupe,2,4,Blue,3.0,"£27,695","33,246 ",Petrol, 39.8 ,Automatic,335 ,2,16-11-2021
Ford,Focus 1.0 EcoBoost 140 ST-Line 5dr Navigation,2018,Hatchback,5,5,Silver,1.0,"£14,750","14,958 ",Petrol, 57.7 ,Manual,138 ,3,16-11-2021
Ford,Focus 1.0 EcoBoost 125 ST-Line 5dr Navigation - 1 Owner From New,2019,Hatchback,5,5,Black,1.0,"£18,999","10,350 ",Petrol, 48.7 ,Manual,123 ,1,16-11-2021
Mercedes-Benz,GLA-Class 2.1 GLA 200 D SPORT 5d 134 BHP,2017,Estate,5,5,Red,2.1,"£20,995","61,000 ",n/a, 67.3 ,Automatic,134 ,1,16-11-2021
Ford,Transit Custom 2.0 300 EcoBlue Trend L1 H1 EU6 5dr,2018,n/a,n/a,3,White,2.0,"£19,495 ","27,095 ",n/a, 45.6 ,Manual,103 ,1,16-11-2021
Audi,SQ5 3.0 SQ5 TFSI QUATTRO 5d 349 BHP,2018,Estate,5,5,Black,3.0,"£43,995","19,500 ",Petrol, 34 ,Automatic,349 ,2,16-11-2021
Fiat,500 ,2014,Hatchback,n/a,n/a,Blue,n/a,"£5,495","30,186 ",n/a,n/a,Manual,n/a,n/a,16-11-2021
Land Rover,Range Rover 3.0 SDV6 WESTMINSTER 5d 272 BHP,2020,Estate,5,5,Blue,3.0,"£74,995","14,800 ",n/a, 31.4 ,Automatic,271 ,1,16-11-2021
Mercedes-Benz,A-Class 2.0 A45 AMG 4MATIC 5d 360 BHP,2015,Hatchback,5,5,Silver,2.0,"£24,995","26,000 ",Petrol, 40.9 ,Automatic,360 ,3,16-11-2021
Citroen,Berlingo enterprise,2020,n/a,n/a,5,Unknown,n/a,"£15,995 ","10,137 ",n/a, 53.3 ,Manual,75 ,1,16-11-2021
Mercedes-Benz,CLA 2.1 [177] CLA 220d AMG Line 4dr Tip Auto - Full Service Hisory,2018,Coupe,4,5,Red,2.1,"£24,249","40,284 ",n/a, 67.3 ,Automatic,174 ,1,16-11-2021
Kia,XCeed 1.4T GDi 138 ISG First Edition 5dr DCT - Navigation - Full Service History,2020,Hatchback,5,5,Black,1.4,"£20,000","17,169 ",Petrol, 40.4 ,Automatic,138 ,2,16-11-2021
Mercedes-Benz,C-Class 2.1 C250 CDI BLUEEFFICIENCY AMG SPORT PLUS 5d 202 BHP,2012,Estate,n/a,n/a,Silver,n/a,"£10,495","90,000 ",n/a,n/a,Manual,n/a,n/a,16-11-2021
Ford,Transit Courier 1.0 EcoBoost Trend L1 EU6 5dr,2020,n/a,n/a,2,White,1.0,"£17,495 ","4,421 ",Petrol, 53.3 ,Manual,99 ,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 125 ST-Line 5dr Navigation - Full Service History,2019,Hatchback,5,5,White,1.0,"£15,799","22,651 ",Petrol, 47.9 ,Manual,123 ,1,16-11-2021
BMW,2 SERIES,2016,Coupe,2,4,Silver,3.0,"£21,995","27,200 ",Petrol, 37.2 ,Automatic,330 ,4,16-11-2021
Volkswagen,Caddy 2.0 TDI C20+ BlueMotion Tech Startline,2018,n/a,n/a,2,White,2.0,"£14,495 ","8,346 ",n/a, 60.1 ,Manual,74 ,1,16-11-2021
Ford,Transit 350 1 Way Tipper SCab L2 130ps RWD,2017,n/a,n/a,3,Silver,2.0,"£24,995 ","26,267 ",n/a, 38.2 ,Manual,129 ,2,16-11-2021
Peugeot,Partner 1.6 BlueHDi Professional L1 SWB 5dr,2018,n/a,n/a,3,Silver,1.6,"£11,495 ","30,877 ",n/a, 65.7 ,Manual,75 ,1,16-11-2021
Ford,Kuga 1.5 TDCi 120 ST-Line 5dr Navigation - Full Service History,2019,Hatchback,5,5,Grey,1.5,"£19,999","35,118 ",n/a, 45.6 ,Manual,118 ,1,16-11-2021
Ford,Kuga 1.5 EcoBoost 150 ST-Line Edition 5dr Navigation,2019,Hatchback,5,5,Silver,1.5,"£23,500","17,834 ",Petrol, 36.2 ,Manual,148 ,2,16-11-2021
Ford,Transit Custom 2.0 300 EcoBlue Trend L1 H1 EU6,2020,n/a,n/a,5,Red,2.0,"£23,995 ","5,792 ",n/a, 45.6 ,Manual,104 ,1,16-11-2021
Hyundai,Tucson 2.0 CRDi Blue Drive 136 Premium SE 5dr Navigation - Full Service History,2018,Estate,5,5,Black,2.0,"£20,999","21,672 ",n/a, 58.9 ,Manual,134 ,1,16-11-2021
Kia,Sportage 1.7 CRDi 114 ISG 4 5dr Navigation - Full Service History,2017,Estate,5,5,Grey,1.7,"£13,999","95,356 ",n/a, 61.4 ,Manual,114 ,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 100 Zetec 5dr Navigation - Full Service History,2019,Hatchback,5,5,Blue,1.0,"£12,999","14,858 ",Petrol, 49.6 ,Manual,99 ,1,16-11-2021
Ford,EcoSport 1.0 EcoBoost 125 Titanium 5dr - Full Service History,2017,Hatchback,5,5,Yellow,1.0,"£11,799","18,625 ",Petrol, 52.3 ,Manual,123 ,1,16-11-2021
Ford,EcoSport 1.0 EcoBoost 125 Zetec 5dr - Full Service History,2019,Hatchback,5,5,Grey,1.0,"£14,899","5,189 ",Petrol, 44.1 ,Manual,123 ,1,16-11-2021
Dacia,Sandero 0.9 TCe 90 Comfort 5dr Navigation - Full Service History,2019,Hatchback,5,5,Black,0.9,"£8,899","22,539 ",Petrol, 53.3 ,Manual,90 ,1,16-11-2021
Ford,Fiesta 1.0 TITANIUM 3d 99 BHP,2015,Hatchback,3,5,White,1.0,"£7,995","42,000 ",Petrol, 65.7 ,Manual,99 ,3,16-11-2021
Mercedes-Benz,A-Class 2.1 A 220 D 4MATIC AMG LINE PREMIUM PLUS 5d 174 BHP,2018,Hatchback,5,5,Red,2.1,"£20,995","52,000 ",n/a, 58.9 ,Automatic,174 ,1,16-11-2021
Renault,Captur 0.9 TCE 90 Iconic 5dr Navigation - Full Service History,2018,Hatchback,5,5,Red,0.9,"£11,999","29,067 ",Petrol, 52.3 ,Manual,88 ,1,16-11-2021
Mercedes-Benz,A-Class 2.0 [306] A35 4Matic Executive 5dr Auto - Full Service History,2020,Hatchback,5,5,Grey,2.0,"£33,999","18,360 ",Petrol, 35.8 ,Automatic,302 ,2,16-11-2021
Volkswagen,Up 1.0 Move Up 3dr - Full Service History,2018,Hatchback,3,4,White,1.0,"£8,999","11,652 ",Petrol, 54.3 ,Manual,59 ,1,16-11-2021
Ford,EcoSport 1.0 EcoBoost 140 ST-Line 5dr Navigation - Full Service History,2019,Hatchback,5,5,Yellow,1.0,"£16,999","24,352 ",Petrol, 43.5 ,Manual,138 ,1,16-11-2021
Jaguar,F-PACE 2.0d [180] Chequered Flag 5dr Auto AWD - Navigation,2020,Estate,5,5,Grey,2.0,"£44,999","7,428 ",n/a, 42.2 ,Automatic,178 ,1,16-11-2021
BMW,X5 3.0 [258] xDrive30d M Sport 5dr Auto - Full Service History,2017,Estate,5,5,Black,3.0,"£32,999","48,310 ",n/a, 47.1 ,Automatic,255 ,1,16-11-2021
Ford,Fiesta 1.0 EcoBoost 140 ST-Line X 3dr Navigation - Upgrade Alloy Wheels,2018,Hatchback,5,5,Grey,1.0,"£13,999","28,245 ",Petrol, 52.3 ,Manual,153 ,1,16-11-2021
Ford,Focus 1.5 EcoBoost 182 Zetec S Black 5dr Navigation - Full Service History,2016,Hatchback,5,5,Black,1.5,"£13,750","16,553 ",Petrol, 51.4 ,Manual,180 ,2,16-11-2021
Ford,EcoSport 1.0 EcoBoost 100 Zetec 5dr Navigation - Full Service History,2019,Hatchback,5,5,Red,1.0,"£14,499","10,972 ",Petrol, 44.1 ,Manual,99 ,1,16-11-2021
Audi,S3 2.0 S3 SPORTBACK QUATTRO 5d 306 BHP,2016,Hatchback,5,5,Blue,2.0,"£25,995","34,000 ",Petrol, 43.5 ,Automatic,306 ,2,16-11-2021
Ford,EcoSport 1.0 EcoBoost 125 Titanium 5dr - Winter Pack,2016,Hatchback,5,5,Grey,1.0,"£10,999","28,865 ",Petrol, 53.3 ,Manual,123 ,2,16-11-2021
BMW,5 Series 3.0 [258] 530d M Sport 4dr Step Auto - Navigation - Full Service History,2016,Saloon,4,5,Black,3.0,"£19,299","50,139 ",n/a, 51.4 ,Automatic,255 ,4,16-11-2021
Land Rover,Range Rover Sport 3.0 SDV6 HSE 5d 288 BHP,2014,Estate,5,5,Grey,3.0,"£30,995","60,000 ",n/a, 37.7 ,Automatic,288 ,1,16-11-2021
BMW,4 Series 2.0 420D M SPORT GRAN COUPE 4d 188 BHP,2016,Coupe,4,5,Blue,2.0,"£22,995","27,000 ",n/a, 65.7 ,Automatic,188 ,3,16-11-2021
BMW,4 Series ,2016,Coupe,2,4,White,3.0,"£22,395","43,000 ",n/a, 52.3 ,Automatic,255 ,3,16-11-2021
Ford,Focus 1.0 EcoBoost 125 Titanium 5dr Navigation - Full Service History,2019,Hatchback,5,5,White,1.0,"£15,999","35,496 ",Petrol, 49.6 ,Manual,123 ,1,16-11-2021
Audi,A4 2.0 TFSI 190 S Line 4dr Auto [Leather/Suede & Tech Pack] - Full Service History,2018,Saloon,4,5,Red,2.0,"£22,499","41,116 ",Petrol, 50.4 ,Automatic,188 ,1,16-11-2021
Ford,Fiesta 1.1 Zetec 5dr Navigation - Full Service History,2018,Hatchback,5,5,Blue,1.1,"£11,499","16,202 ",Petrol, 48.7 ,Manual,84 ,1,16-11-2021
MINI,Mini 1.5 [136] Cooper 3dr [Chili Pack] - Full Service History,2017,Hatchback,3,4,Grey,1.5,"£12,999","24,287 ",Petrol, 62.8 ,Manual,134 ,1,16-11-2021
Ford,Ka+ 1.2 85 Zetec 5dr,2017,Hatchback,5,5,Silver,1.2,"£8,999","25,863 ",Petrol, 57.7 ,Manual,84 ,2,16-11-2021
Vauxhall,Corsa 1.4T [100] Energy 5dr - Full Service History,2018,Hatchback,5,5,Blue,1.4,"£9,999","17,269 ",Petrol, 43.5 ,Manual,99 ,2,16-11-2021
